,X,countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,GINI,logGNI,avg_t,GINI_T_1,income_t_1,hc_t_1,workers_t_1
9297,9296,PAN,Panama,Balboa,2006,46080.14,50372.55,3.391666,1.2107,NA,2.6854632,34319.46,43191.844,47312.074,52388.58,93448.64,0.001291237,1.0673188,0.82226413,57005.992,47314.652,57726.215,146333.81,0.33990985,1.1273637,1.1154671,0.40895662,0.26324615,0.047318988,1,0.36602846,0.3680533,0.33238855,Interpolated,Benchmark,Market-based,Regular,Regular,NA,75.5555555555556,0.52970153,0.16935721,0.1253928,0.29339176,-0.36233735,0.24449407,0.3764138,0.37588546,0.32215735,0.5226889,0.56762904,0.35353422,1.4625895,54.6,9.69091232919433,1826.27294,0.538,9.6261,0.66732425,1.2107
9298,9297,PAN,Panama,Balboa,2007,44117.047,47281.98,3.453675,1.264,NA,2.7017279,35647.996,48177.652,45172.15,49102.65,104871.83,0.0014044575,0.9319601,0.86341125,63910.94,47988.29,63751.734,158256.1,0.36793885,1.1824714,1.1525176,0.40734088,0.21432792,0.047727104,1,0.42181614,0.47144058,0.43370336,Interpolated,Benchmark,Market-based,Regular,Regular,NA,76.6666666666667,0.58663577,0.25517273,0.1393535,0.31437084,-0.43788004,0.14234722,0.4298504,0.61262655,0.38799432,0.57141376,0.617129,0.45814815,1.5702877,52.7,9.80223505020315,2108.42167,0.546,9.690912,0.67136575,1.264
9299,9298,PAN,Panama,Balboa,2008,48762.496,52349.906,3.516204,1.4219,NA,2.7180912,38744.15,55502.145,50219.074,53309.246,119935.02,0.0015682959,0.91402054,0.9047781,70209.78,50698.45,72213.68,173807.7,0.40362573,1.1749827,1.1808466,0.37638113,0.2232904,0.04789659,1,0.44275847,0.500923,0.471886,Interpolated,Benchmark,Market-based,Regular,Regular,NA,73.3333333333333,0.58788234,0.3143544,0.13889872,0.29361293,-0.46487603,0.13012768,0.45046255,0.63539815,0.4101512,0.62716854,0.63499266,0.48200876,1.7172608,52.7,9.87752878123001,2328.97,0.527,9.802235,0.675432,1.4219
9300,9299,PAN,Panama,Balboa,2009,53411.617,54309.5,3.579215,1.4408,NA,2.7345538,40751.824,54291.234,54644.97,55921.125,134958.86,0.0017549499,0.9128574,0.8612704,71082.48,52326.453,67770.36,188092.27,0.4342839,1.1365285,1.0587604,0.3568352,0.2267156,0.047131304,1,0.45195276,0.49623296,0.4849086,Interpolated,Benchmark,Market-based,Regular,Regular,NA,76.6666666666667,0.59444207,0.24211617,0.13429552,0.3192072,-0.41306284,0.12300195,0.45658985,0.6295105,0.43142724,0.6003603,0.600744,0.4728134,1.6822046,51.8,9.87741951140244,2256.1565,0.527,9.877529,0.67952275,1.4408
9301,9300,PAN,Panama,Balboa,2010,57225.242,59501.84,3.642687,1.4553,NA,2.7511158,44807.055,63322.16,58528.75,60717.066,152531.9,0.0020061736,0.9044315,0.9096363,75225.17,55911.957,77890.38,204420.1,0.47398165,1.1288866,1.1421183,0.35427845,0.22837116,0.04690685,1,0.45978025,0.50300556,0.48487666,Interpolated,Benchmark,Market-based,Regular,Regular,NA,78.8888888888889,0.60506,0.30494073,0.13290481,0.29789707,-0.45423177,0.11342921,0.45970237,0.60761195,0.4601349,0.6074163,0.60686487,0.45186254,1.5341227,51.6,9.88871763432793,2345.99143,0.518,9.87742,0.6836385,1.4553
9302,9301,PAN,Panama,Balboa,2011,65054.01,68094.81,3.706483,1.538,NA,2.766025,48772.203,70650.22,66634.11,68655.555,173278.75,0.002250952,0.93101317,0.91932017,83735.86,59036.625,84478.93,224467.78,0.52254516,1.1520839,1.1356936,0.33220178,0.2446231,0.047789875,1,0.47926685,0.5205476,0.50522095,Benchmark,Benchmark,Market-based,Regular,Regular,0.612163611742359,74.4444444444444,0.58416843,0.31866342,0.12622134,0.32485738,-0.50256336,0.14865287,0.48021504,0.6125739,0.4748785,0.65258676,0.6318613,0.45634365,1.6253684,51.3,10.0045255691909,2626.205,0.516,9.888718,0.687779,1.538
9303,9302,PAN,Panama,Balboa,2012,72378.234,77307.89,3.770626,1.6169,NA,2.7810154,52360.355,80116.33,74404.87,77954.38,203254.47,0.0025275298,0.9511923,0.9392853,91924.24,60983.484,94015.72,251210.73,0.5797011,1.1577792,1.1570078,0.3211139,0.24593337,0.046841167,1,0.4940742,0.5433749,0.51863325,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.594812528553917,75.5555555555556,0.561811,0.35605407,0.10986846,0.016217323,-0.25909135,0.21514057,0.49048278,0.6363783,0.51243895,0.6500909,0.6250039,0.46304592,1.6558104,51.7,10.0667620511696,2868.0387,0.513,10.004526,0.69150625,1.6169
9304,9303,PAN,Panama,Balboa,2013,80299.57,84138.48,3.835435,1.6724,NA,2.7960868,56764.633,87414.13,81459.04,84590.195,236797.14,0.002828374,0.9369718,0.9369352,98270.18,65208.086,101888.54,285314.7,0.6522012,1.1264721,1.1412063,0.30641797,0.2437114,0.04413606,1,0.50852084,0.5597905,0.5390694,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.632810330383143,75.5555555555556,0.55659217,0.3623292,0.11446233,0.014065434,-0.24145143,0.19400229,0.5093428,0.6547448,0.5045242,0.70929116,0.63766897,0.46595162,1.637098,51.5,10.1194533907896,3012.95125,0.517,10.066762,0.69525375,1.6724
9305,9304,PAN,Panama,Balboa,2014,88244.15,92402.55,3.901314,1.6952,NA,2.81124,63154.73,96737.51,89261.484,92922.53,280429.44,0.003228218,0.9264411,0.93133545,103249.15,69443.16,108359.61,322693.78,0.73113906,1.0854247,1.1130656,0.29565963,0.23014449,0.041502286,1,0.5064245,0.5592722,0.53723747,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.630369695852745,82.2222222222222,0.5633481,0.3614062,0.116301164,0.0119216675,-0.22736953,0.17439243,0.5152124,0.658656,0.46385682,0.73859054,0.64868546,0.463531,1.5316395,50.5,10.125035656601,3091.592,0.515,10.119453,0.69902175,1.6952
9306,9305,PAN,Panama,Balboa,2015,99589.22,98364.8,3.968487,1.7335,NA,2.8264751,67553.83,104362.28,99804.59,98650.35,328832.1,0.0036638745,0.87856627,0.8961226,109168.1,71921.2,113489.56,362549.16,0.8149666,1.0525504,1.0691612,0.29906,0.22467689,0.039180376,1,0.4949316,0.54197615,0.5483175,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.602106583563216,78.8889,0.56000125,0.37312037,0.124779165,0.18165278,-0.17589292,-0.063660644,0.5045053,0.62831616,0.45196554,0.6332479,0.5978895,0.4386591,1.403218,50.8,10.188327401946,3200.33654,0.505,10.125036,0.70281,1.7335
9307,9306,PAN,Panama,Balboa,2016,109695.82,107763.4,4.037078,1.7708,NA,2.841793,75141.83,113132.23,109345.984,107812,380372.28,0.0041703978,0.86896443,0.88090205,114575.67,77385.62,118363.83,402524,0.90264845,1.020799,1.0304027,0.3010672,0.21041669,0.037778705,1,0.48522255,0.52958226,0.5371173,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.572507875957543,73.3333666666667,0.55973125,0.3523763,0.13723966,0.16437973,-0.14530742,-0.0684195,0.4989127,0.617322,0.4293874,0.631693,0.5896915,0.42949602,1.2744937,50.4,10.2105743786576,3282.08593,0.508,10.188327,0.70661875,1.7708
9308,9307,PAN,Panama,Balboa,2017,119260.7,120981.97,4.106769,1.7858,NA,2.8571937,79979.73,123817.08,119260.7,120981.97,445156.62,0.004814041,0.87434024,0.8607684,120981.97,79979.73,123817.08,445156.62,1,1,1,0.30652732,0.19561468,0.03758541,1,0.48288915,0.5215693,0.5141487,Benchmark,Benchmark,Market-based,Regular,Regular,0.524156760724039,68.8889,0.5199159,0.36234614,0.14117208,0.13423741,-0.30166572,0.1439942,0.50107825,0.59214,0.41590136,0.6527475,0.60099864,0.41577056,1.1353227,49.9,10.2613884183754,3393.665,0.504,10.210574,0.71044825,1.7858
9309,9308,PAN,Panama,Balboa,2018,122889.73,124973.336,4.176869,1.8675,NA,2.872678,83402.14,127815.54,122538.25,124900.24,486019.25,0.005180043,0.82770663,0.81441665,125334.94,83201.07,127948.12,486540.2,1.0924455,0.9576794,0.95526093,0.3063084,0.18134703,0.037623376,1,0.48931378,0.5298613,0.5198411,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,68.8889,0.5195069,0.355591,0.1482432,0.13416143,-0.30363733,0.14613481,0.51219845,0.6060038,0.40911618,0.6743825,0.62189573,0.42421526,1.0398544,49.2,10.2694564466108,3342.43,0.499,10.261388,0.7142985,1.8675
9310,9309,PAN,Panama,Balboa,2019,125636.6,126883.19,4.246439,1.9199,NA,2.8882463,86509.29,128340.71,124981.88,127016.13,524603.06,0.0054024924,0.7939574,0.7715669,129144.79,86194.38,128139.516,524968.94,1.1769778,0.92912513,0.90078366,0.3063084,0.16693069,0.03733735,1,0.4894335,0.5343804,0.5258219,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,73.3333333333333,0.52799547,0.32933944,0.1530935,0.12938988,-0.28249395,0.14267565,0.5123139,0.6273326,0.41052252,0.67492265,0.62472624,0.4338245,0.99306,49.8,10.2874171628349,3439.51467,0.492,10.269456,0.7181695,1.9199
10401,10400,SLV,El Salvador,US Dollar,1990,6124.3057,5526.7026,5.270079,1.6570401,NA,1.6344204,6195.048,6675.0137,5926.9365,5241.3096,7676.6445,NA,NA,NA,23236.477,22985.863,26328.514,80180.73,NA,NA,NA,NA,NA,0.05644244,1,0.76838034,0.8128216,0.9191486,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.89644915,0.09157362,0.2855165,0.35383967,-0.627379,2.0757479E-10,0.9117976,1.3864374,0.31808686,0.4804854,0.4559071,1.2048347,NA,44.8,8.54169383162987,NA,NA,NA,NA,1.6570401
10402,10401,SLV,El Salvador,US Dollar,1991,6562.3433,5708.325,5.342198,1.718467,NA,1.6626632,6601.1426,7189.09,6345.075,5598.2124,8139.5996,NA,NA,NA,24067.508,23687.518,27591.191,81953.484,NA,NA,NA,NA,NA,0.055611994,1,0.7785361,0.8277825,0.9382178,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.8956471,0.10502407,0.28350478,0.3199918,-0.60416776,NA,0.9183703,1.380694,0.33677256,0.5050607,0.47406688,1.2138147,NA,51,8.54203643441738,415.515,0.448,8.541694,0.408605,1.718467
10403,10402,SLV,El Salvador,US Dollar,1992,7170.6475,6268.42,5.416323,1.7816,NA,1.6913941,7293.977,8080.478,6941.4297,5898.9683,8807.251,NA,NA,NA,25883.002,25465.725,30447.104,84749.31,NA,NA,NA,NA,NA,0.055908095,1,0.7776976,0.8374931,0.9854942,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.9553851,0.13332853,0.2810984,0.32932976,-0.69914174,NA,0.90511954,1.3920342,0.3446214,0.48276523,0.45870924,1.2407337,NA,56.7,8.60556375624145,882.17333,0.51,8.542036,0.41566575,1.7816
10404,10403,SLV,El Salvador,US Dollar,1993,8087.0576,7335.9526,5.490477,1.8659656,NA,1.7177908,8063.6094,8970.381,7815.099,6886.6016,9665.42,NA,NA,NA,27790.455,27410.924,32889.176,88431.99,NA,NA,NA,NA,NA,0.057197787,1,0.7938593,0.8547901,0.97003853,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.92299217,0.13167177,0.24792057,0.3874432,-0.6900277,-1.4969449E-10,0.9097219,1.3966268,0.36251044,0.48502284,0.48014963,1.2212452,NA,49.6,8.64998612184466,1138.495,0.567,8.605564,0.4228485,1.8659656
10405,10404,SLV,El Salvador,US Dollar,1994,9016.92,7890.325,5.561919,1.951,NA,1.740117,8985.081,10034.496,8702.703,7649.8594,10702.52,NA,NA,NA,29471.883,29457.008,35713.91,92782.66,NA,NA,NA,NA,NA,0.058726806,1,0.8114782,0.8824136,1.0038595,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.9364684,0.13718091,0.2380736,0.415342,-0.7270649,1.1843328E-16,0.91845185,1.4897623,0.39069468,0.4815216,0.4863648,1.237562,NA,50.3,8.68803913989922,1247.08,0.496,8.649986,0.42944775,1.951
10406,10405,SLV,El Salvador,US Dollar,1995,10218.033,9127.311,5.6286,1.973,NA,1.7627333,10269.061,11495.907,9888.804,8911.809,11983.659,NA,NA,NA,31357.072,32160.451,39364.867,98048.09,NA,NA,NA,NA,NA,0.060096964,1,0.8280492,0.90222716,1.0011376,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.9272409,0.1376653,0.22505726,0.43996742,-0.7299309,-1.12083204E-10,0.92354393,1.5231179,0.43460882,0.49046865,0.5185322,1.2135036,NA,48.1,8.72351865328948,1353.43167,0.503,8.688039,0.43502925,1.973
10407,10406,SLV,El Salvador,US Dollar,1996,10894.341,9974.494,5.689938,2.0564,NA,1.7856435,10918.181,11898.652,10529.792,9711.681,13149.865,NA,NA,NA,31891.895,32695.764,38383.18,101395.5,NA,NA,NA,NA,NA,0.060775574,1,0.8573372,0.9104005,0.9870925,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.91145146,0.100958034,0.21278034,0.4200914,-0.64528126,NA,0.93913984,1.5012943,0.50693285,0.49675173,0.52225596,1.2135398,NA,51,8.71877109004513,1236.48857,0.481,8.723519,0.44068325,2.0564
10408,10407,SLV,El Salvador,US Dollar,1997,11926.113,11027.771,5.746284,2.076,NA,1.8088515,11741.299,12839.461,11513.826,10799.57,14567.817,NA,NA,NA,33246.133,33676.65,39714.188,105234.19,NA,NA,NA,NA,NA,0.060839277,1,0.8394994,0.8877767,0.94649196,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.87505907,0.10168576,0.2121415,0.51955557,-0.7084419,-9.783088E-11,0.9253038,1.4039458,0.48556596,0.47404858,0.5014782,1.1541601,NA,49,8.73598480902916,1251.20625,0.51,8.718771,0.44641075,2.076
10409,10408,SLV,El Salvador,US Dollar,1998,12960.02,11618.963,5.797765,2.1619,NA,1.8323612,12539.712,13959.191,12452.544,11624.28,16334.485,NA,NA,NA,34492.438,34483.734,41790.97,109681.44,NA,NA,NA,NA,NA,0.06128862,1,0.8150192,0.8782679,0.94084704,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.8642596,0.12211336,0.2144921,0.5036353,-0.7045003,1.6632023E-16,0.8885393,1.4370083,0.5187824,0.45556873,0.4872598,1.0851467,NA,55.2,8.75432682106227,1250.66222,0.49,8.735985,0.452213,2.1619
10410,10409,SLV,El Salvador,US Dollar,1999,13919.19,12402.418,5.844846,2.1825,NA,1.8561764,13596.636,15048.65,13412.62,12418.387,18262.506,NA,NA,NA,35682.117,35613.457,42654.887,113625.79,NA,NA,NA,NA,NA,0.06201921,1,0.787568,0.84131193,0.90866846,Interpolated,Benchmark,Market-based,Regular,,NA,66.6666666666667,0.88083965,0.11692456,0.2140397,0.50154936,-0.7133533,-1.6119797E-16,0.84987605,1.3445691,0.53115076,0.4419952,0.46613505,1.0215083,NA,50.2,8.75631718552209,1244.564,0.552,8.754327,0.45809025,2.1825
10411,10410,SLV,El Salvador,US Dollar,2000,14768.839,13682.063,5.887936,2.1989,NA,1.880301,14764.099,16385.574,14241.446,13510.328,20537.709,NA,NA,NA,36450.23,36865.945,44102.58,117794.22,NA,NA,NA,NA,NA,0.062549084,1,0.7773537,0.8275092,0.87229013,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.8819747,0.12001742,0.21082619,0.5625511,-0.7753694,NA,0.8337509,1.2841927,0.54142064,0.41598296,0.47118154,0.99748176,NA,49.2,8.76461872600951,1201.25,0.502,8.756317,0.464044,2.1989
10412,10411,SLV,El Salvador,US Dollar,2001,16043.223,14454.6045,5.927006,2.2752,NA,1.8936981,16145.342,17994.027,15529.207,14185.929,23264.898,NA,NA,NA,37073.137,38090.457,45684.332,121809.23,NA,NA,NA,NA,NA,0.06264539,1,0.74673545,0.7909311,0.8658251,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.9150681,0.13031824,0.22305566,0.5300168,-0.79845876,-2.9619125E-16,0.79812187,1.1769103,0.5359269,0.40854692,0.44330636,0.9133896,NA,49.3,8.766421190951,1153.055,0.492,8.764619,0.47007525,2.2752
10413,10412,SLV,El Salvador,US Dollar,2002,17305.504,15927.473,5.962136,2.2196,NA,1.9071906,17317.143,19292.12,16791.393,15704.015,26580.81,NA,NA,NA,37940.91,38620.965,46035.926,125964.15,NA,NA,NA,NA,NA,0.062380735,1,0.71542716,0.75420725,0.80643016,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.88985074,0.12576254,0.21287,0.49155474,-0.72003806,NA,0.7595539,1.0942419,0.53096616,0.41856018,0.45254022,0.84548724,NA,49.4,8.77185747512777,1131.11,0.493,8.766421,0.4734245,2.2196
10414,10413,SLV,El Salvador,US Dollar,2003,18581.576,17475.72,5.994077,2.2807,NA,1.9207792,18774.656,21061.87,18095.922,17347.568,30545.646,NA,NA,NA,38813.66,39283.09,47246.7,130163.11,NA,NA,NA,NA,NA,0.06213397,1,0.6910293,0.73187166,0.76344377,Interpolated,Benchmark,Market-based,Regular,,NA,NA,0.87373155,0.13184632,0.20853284,0.4486467,-0.6627574,-1.3734552E-16,0.7353088,1.0671271,0.50550264,0.44112822,0.48741853,0.7872184,NA,48.2,8.77502506502361,1112.65571,0.494,8.771857,0.47679775,2.2807
10415,10414,SLV,El Salvador,US Dollar,2004,19953.57,18835.705,6.023797,2.2536,NA,1.9344647,20593.275,22973.998,19474.467,18711.953,35130.76,NA,NA,NA,39531.953,40320.88,47995.383,133433.89,NA,NA,NA,NA,NA,0.061893016,1,0.66533154,0.70475924,0.73347837,Interpolated,Benchmark,Market-based,Regular,,NA,74.4444433333333,0.89037365,0.12723003,0.21016754,0.39933476,-0.627106,-7.286089E-11,0.70893896,1.0458096,0.48058894,0.47583243,0.51318485,0.7290462,NA,46.3,8.77784959431806,1086.36467,0.482,8.775025,0.48019475,2.2536
10416,10415,SLV,El Salvador,US Dollar,2005,22115.715,22143.275,6.052123,2.2836,NA,1.9482477,23583.086,26306.477,22072.393,21638.035,40794.438,NA,NA,NA,40940.3,42278.496,50233.094,136663.8,NA,NA,NA,NA,NA,0.061480977,1,0.62684566,0.66589975,0.6792669,Interpolated,Benchmark,Market-based,Regular,,NA,74.4444444444444,0.8868811,0.12586124,0.20300926,0.36297753,-0.57872915,6.803636E-11,0.66314524,1.0040872,0.46826482,0.47283143,0.5217104,0.6663255,NA,47.8,8.79973043495321,1106.48875,0.463,8.77785,0.48361625,2.2836
10417,10416,SLV,El Salvador,US Dollar,2006,24674.615,24407.34,6.079399,2.3371,NA,1.9621289,26480.57,29796.883,24508.81,24146.312,48134.906,NA,NA,NA,42541.96,44209.67,53081.504,141086.5,NA,NA,NA,NA,NA,0.061118416,1,0.61328006,0.65282184,0.66262233,Interpolated,Benchmark,Market-based,Regular,,NA,74.4444444444444,0.89947194,0.13734244,0.19719946,0.34135514,-0.575369,-6.250058E-11,0.64213693,0.9685606,0.48165727,0.503529,0.5472159,0.5913034,NA,44.6,8.84461347833478,1135.61647,0.478,8.79973,0.487062,2.3371
10418,10417,SLV,El Salvador,US Dollar,2007,27109.06,26976.91,6.10581,2.4192,NA,1.9761089,30346.643,34098.965,26958.479,26853.299,57205.133,NA,NA,NA,44175.613,46629.984,55753.406,146102.28,NA,NA,NA,NA,NA,0.06101234,1,0.59246093,0.63103527,0.6335069,Interpolated,Benchmark,Market-based,Regular,,NA,74.4444444444444,0.93938565,0.1397342,0.19070427,0.28875688,-0.558581,5.878292E-11,0.61600107,0.9430022,0.47650534,0.560918,0.5903635,0.5649983,NA,44,8.85953730988971,1163.285,0.446,8.844613,0.49053225,2.4192
10419,10418,SLV,El Salvador,US Dollar,2008,29759.242,30067.354,6.131764,2.4294832,NA,1.9901887,33917.34,37985.184,29866.133,29319.477,67724.53,NA,NA,NA,44738.125,47339.97,55955.99,149855.5,NA,NA,NA,NA,NA,0.0606051,1,0.5675019,0.6022503,0.6134791,Interpolated,Benchmark,Market-based,Regular,,NA,77.7777777777778,0.9703964,0.13874198,0.18642297,0.259156,-0.55471736,2.0225729E-16,0.5835244,0.8919792,0.4840993,0.63300854,0.5963777,0.5611924,NA,46.2,8.88722831390567,1131.66526,0.44,8.859537,0.49402725,2.4294832
10420,10419,SLV,El Salvador,US Dollar,2009,32366.03,32160.707,6.157686,2.4455137,NA,2.0043685,34444.113,38233.117,32354.666,31964.967,78937.01,NA,NA,NA,43336.477,43515.582,50525.33,150982.61,NA,NA,NA,NA,NA,0.059443314,1,0.53204376,0.5440209,0.55065334,Interpolated,Benchmark,Market-based,Regular,,NA,84.4444444444444,0.8834392,0.11853614,0.19411904,0.21253791,-0.4086323,NA,0.54858726,0.65290004,0.45675385,0.6205393,0.5675889,0.48094591,NA,44.9,8.851531079793,1005,0.462,8.887228,0.49754725,2.4455137
10421,10420,SLV,El Salvador,US Dollar,2010,36682.312,37411.19,6.183875,2.4802632,NA,2.0186496,39497.117,44110.473,36868.12,37017.54,92151.836,NA,NA,NA,43928.176,44489.22,51665.637,152594.8,NA,NA,NA,NA,NA,0.05715917,1,0.48095295,0.500376,0.4983563,Interpolated,Benchmark,Market-based,Regular,,NA,91.1111111111111,0.88093936,0.12462626,0.18604451,0.21509856,-0.4067087,1.972026E-16,0.4936427,0.666666,0.42086565,0.6243203,0.5708932,0.4176754,NA,42.6,8.87103715181988,985.31905,0.449,8.851531,0.501092,2.4802632
10422,10421,SLV,El Salvador,US Dollar,2011,42950.895,44810.598,6.210568,2.5505903,NA,2.0487936,46137.402,52722.72,43460.043,44162.59,108011.95,NA,NA,NA,44901.926,45646.863,53800.47,155971.86,NA,NA,NA,NA,NA,0.05442685,1,0.45512787,0.46672258,0.4592979,Benchmark,Benchmark,Market-based,Regular,,0.669769858220035,87.7777777777778,0.86602074,0.14911525,0.17869611,0.20109108,-0.39492324,4.93003E-11,0.46547756,0.54795635,0.40496993,0.66195214,0.5849319,0.39000863,NA,42.3,8.90318166936538,984.79318,0.426,8.871037,0.5046625,2.5505903
10423,10422,SLV,El Salvador,US Dollar,2012,44052.36,45987.17,6.237923,2.646876,NA,2.0793874,46278.996,53190.832,44139.406,44717.426,122390.12,NA,NA,NA,45746.582,46745.285,54787.785,159339.47,NA,NA,NA,NA,NA,0.05218447,1,0.4750385,0.48451382,0.47825098,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.616482228932949,91.1111111111111,0.8885467,0.15456694,0.14637412,0.21789393,-0.40738174,-3.4021817E-16,0.46848086,0.547957,0.5148458,0.62710035,0.5761516,0.38509753,NA,41.2,8.91559213891073,978.7,0.423,8.903182,0.5121985,2.646876
10424,10423,SLV,El Salvador,US Dollar,2013,44811.21,46180.527,6.26607,2.719478,NA,2.110438,47315.777,54208.848,44800.184,45217.496,131115.2,NA,NA,NA,46591.344,47306.86,56060.668,163883.05,NA,NA,NA,NA,NA,0.05038832,1,0.48327747,0.49086764,0.48633742,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.635963324077395,91.1111111111111,0.88701856,0.15244257,0.15938565,0.22153042,-0.42037725,-4.5473247E-11,0.4807136,0.54296863,0.4975461,0.65256625,0.5868561,0.36911678,NA,42.6,8.92816367018919,973.11917,0.412,8.915592,0.51984675,2.719478
10425,10424,SLV,El Salvador,US Dollar,2014,45993.45,47731.15,6.295128,2.7345777,NA,2.1419525,47437.1,54745.85,46005.438,46739.285,142051.72,NA,NA,NA,47255.465,47725.918,55977.76,167600.7,NA,NA,NA,NA,NA,0.048914712,1,0.488673,0.49110442,0.4833936,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.624341472839886,91.1111111111111,0.8538603,0.15637274,0.16106965,0.21560484,-0.38690752,NA,0.49053386,0.5068853,0.47880834,0.66258603,0.6065921,0.33923694,NA,41.1,8.94049472819019,960.7592,0.426,8.928164,0.5276095,2.7345777
10426,10425,SLV,El Salvador,US Dollar,2015,48471.04,47973.402,6.325124,2.7582612,NA,2.1739376,49129.625,56826.402,48326.727,47687.734,151442.17,NA,NA,NA,48389.594,49021.965,57652.605,172369.45,NA,NA,NA,NA,NA,0.04772052,1,0.48456398,0.48499537,0.4914941,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.612572769229454,91.1111333333333,0.8535788,0.16139953,0.17665733,0.23776639,-0.42940205,-4.2665333E-11,0.48985687,0.487749,0.45898953,0.6095175,0.53881085,0.31864423,NA,40.6,8.95743205575908,967.42731,0.411,8.940495,0.535488,2.7582612
10427,10426,SLV,El Salvador,US Dollar,2016,50166.457,48993.016,6.356143,2.8203142,NA,2.2064002,49548,57885.23,49943.293,49135.38,166433.38,NA,NA,NA,49618.69,49749.27,58748.57,177479.72,NA,NA,NA,NA,NA,0.04686368,1,0.487922,0.48437798,0.49234238,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.604676505491372,92.2222333333333,0.82708824,0.16967873,0.18130945,0.23118465,-0.40926123,1.6708397E-07,0.49775425,0.4633158,0.44306985,0.60606813,0.5336582,0.29555032,NA,40,8.97191240684921,977.11889,0.406,8.957432,0.5434845,2.8203142
10428,10427,SLV,El Salvador,US Dollar,2017,51381.727,50735.11,6.388126,2.8462732,NA,2.2393475,50460.523,59728.75,51381.727,50735.11,182906.45,NA,NA,NA,50735.11,50460.523,59728.75,182906.45,NA,NA,NA,NA,NA,0.046239,1,0.4928865,0.4861493,0.49234524,Benchmark,Benchmark,Market-based,Regular,,0.59852528137296,92.2222333333333,0.8068014,0.18267876,0.18778647,0.22653507,-0.40380165,1.4564038E-16,0.5091567,0.4494689,0.4229836,0.6309251,0.5520253,0.28721973,NA,38,8.98524794220644,982.09393,0.4,8.971912,0.5516,2.8462732
10429,10428,SLV,El Salvador,US Dollar,2018,52080.785,51288.87,6.420746,2.9106019,NA,2.272787,52137.734,62229.277,52026.574,51395.977,188539.56,NA,NA,NA,51967.97,52145.676,62324.67,189052.1,NA,NA,NA,NA,NA,0.045783576,1,0.49752277,0.50200117,0.50816035,Extrapolated,Benchmark,Market-based,Regular,,NA,85.5555666666667,0.82744265,0.19634889,0.18698959,0.22227415,-0.43305525,NA,0.51216584,0.52513874,0.43272614,0.6580166,0.5678565,0.30305016,NA,38.6,9.00384446581527,962.08483,0.38,8.985248,0.559837,2.9106019
10430,10429,SLV,El Salvador,US Dollar,2019,53766.477,52378.773,6.453553,3.0076115,NA,2.3067257,53270.402,63367.113,53657.52,52751.426,195583.44,NA,NA,NA,53204.812,53276.973,63545,196353.25,NA,NA,NA,NA,NA,0.045421977,1,0.50214976,0.5036133,0.51226366,Extrapolated,Extrapolated,Market-based,Regular,,NA,88.8889,0.8269985,0.19140165,0.18283974,0.22733364,-0.42857343,1.3462707E-16,0.5143196,0.5113349,0.4471047,0.66568,0.5693962,0.2990545,NA,38.8,9.03106914766418,998.94433,0.386,9.003844,0.56819675,3.0076115
