,X,countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,GINI,logGNI,avg_t,GINI_T_1,income_t_1,hc_t_1,workers_t_1
8796,8795,NIC,Nicaragua,Cordoba Oro,1995,15659.396,16382.12,4.652185,1.2282,NA,1.8084394,14154.894,17241.855,15503.146,16157.312,64819.78,0.0011534812,0.5354508,0.56446415,14830.399,14299.223,16683.617,72018.05,0.4848919,0.9629679,0.96338147,0.5404047,0.08619204,0.034839485,7.54559166666667,0.2647656,0.2656289,0.25487435,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.73852426,0.1910567,0.13754311,0.088271014,-0.17212765,0.016732534,0.27175212,0.26958758,0.22725214,0.53734535,0.46640614,0.23019645,0.5470234,56.8,8.02449780414293,208.90667,0.573,7.946195,0.44783375,1.2282
8797,8796,NIC,Nicaragua,Cordoba Oro,1996,16220.758,17194.633,4.741578,1.2918,NA,1.8275468,14738.486,18382.158,16013.343,16917.156,65991.72,0.0011234066,0.5339804,0.57291895,15771.467,14852.932,17857.477,73206.805,0.49228266,0.98223746,0.98903936,0.5404047,0.09021415,0.034587584,8.4355,0.2654503,0.26813483,0.2538095,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.74361837,0.21538323,0.12759699,0.093299165,-0.19374098,0.01384315,0.2700928,0.27899367,0.2383946,0.52997404,0.46714488,0.22958378,0.5538195,58.8,8.08676669303022,313.50143,0.568,8.024498,0.45210975,1.2918
8798,8797,NIC,Nicaragua,Cordoba Oro,1997,16734.967,17945.555,4.827661,1.3699,NA,1.8468561,15441.891,19839.596,16451.943,17602.453,67641.49,0.0010993923,0.52511114,0.5844863,16397.066,15638.322,19393.236,74791.086,0.50419074,0.9715334,1.021859,0.5404047,0.08845679,0.034610707,9.44808333333333,0.2621745,0.26594663,0.24856412,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.75347394,0.2498348,0.12378395,0.11081564,-0.24236755,0.0044592614,0.26802275,0.27919194,0.22657609,0.5036968,0.44605085,0.2321014,0.54622597,52.3,8.12594130452524,352.51375,0.588,8.086767,0.45688675,1.3699
8799,8798,NIC,Nicaragua,Cordoba Oro,1998,17697.557,18858.56,4.910647,1.4418,NA,1.8663695,16145.691,20660.137,17270.107,18553.455,69681.51,0.0010908614,0.5140762,0.56206214,17005.674,16451.957,20319.016,76585.09,0.51761043,0.9598414,1.0198996,0.5404047,0.088756874,0.034755345,10.5819166666667,0.26341823,0.26750815,0.24900456,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.7447266,0.24332099,0.12549895,0.12051702,-0.2389043,0.0048407153,0.26893035,0.28213567,0.23070858,0.4619375,0.4426665,0.23803142,0.56970346,53.8,8.16862461222583,380.96778,0.523,8.125941,0.461714,1.4418
8800,8799,NIC,Nicaragua,Cordoba Oro,1999,18316.047,19991.006,4.99104,1.5442002,NA,1.886089,16888.568,22798.016,17907.678,19702.79,72909.42,0.0010965005,0.5045154,0.56749135,18202.186,17167.018,22443.256,79894.77,0.5407269,0.96419704,1.057249,0.5404047,0.08767554,0.034722988,11.80925,0.2638657,0.2702661,0.24564227,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,57.7777777777778,0.7228099,0.29992947,0.13435641,0.11678992,-0.28256246,0.008676737,0.267289,0.28855768,0.24544913,0.4506843,0.43122584,0.24134743,0.5631922,52.1,8.22092825910716,462.523,0.538,8.168625,0.4665925,1.5442002
8801,8800,NIC,Nicaragua,Cordoba Oro,2000,18926.467,20446.04,5.069302,1.6371,NA,1.9060167,17704.393,22705.04,18561.303,20019.986,75266.42,0.0010665428,0.4835917,0.5275706,18948.766,18043.072,22224.432,82413.58,0.558026,0.9521637,0.99314,0.5404047,0.08761178,0.034602437,12.6843916666667,0.27000692,0.27436402,0.2543735,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.746499,0.24978276,0.13783687,0.13577798,-0.2784145,0.008517836,0.27161962,0.28979006,0.26127282,0.43561986,0.4241955,0.24687095,0.5897807,58.5,8.2475862015809,488.34636,0.521,8.220928,0.47152225,1.6371
8802,8801,NIC,Nicaragua,Cordoba Oro,2001,19385.908,20837.21,5.145366,1.6872717,NA,1.9206955,18479.346,23111.354,19092.203,20367.26,77596.555,0.00104971,0.47962222,0.5222501,19509.809,18807.055,22506.777,84556.55,0.5721652,0.9554678,0.98022425,0.5404047,0.086469196,0.03444636,13.3719416666667,0.27450344,0.27937642,0.26188654,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.7701943,0.22742422,0.13711217,0.13567634,-0.2786027,0.00819569,0.27364573,0.29881722,0.2793213,0.4250229,0.41256726,0.25398523,0.6136141,59.1,8.25594200862343,494.40417,0.585,8.247586,0.47650425,1.6872717
8803,8802,NIC,Nicaragua,Cordoba Oro,2002,19511.426,20739.28,5.219328,1.7345668,NA,1.9354874,19168.188,23545.805,19286.48,20357.295,79721.48,0.0010662132,0.46370423,0.5106397,19656.902,19514.467,22829.768,86301.48,0.5857369,0.93908364,0.9699286,0.5404047,0.08465194,0.03437206,14.25132525,0.26655006,0.26994625,0.2557468,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.8021003,0.2150392,0.13948786,0.12698911,-0.28718054,0.0035640884,0.26692012,0.2848171,0.264422,0.4389164,0.39393166,0.24480367,0.5540326,50.3,8.25579691795425,467.68769,0.591,8.255942,0.48017375,1.7345668
8804,8803,NIC,Nicaragua,Cordoba Oro,2003,19737.348,21185.285,5.292118,1.7821306,NA,1.9503932,19641.633,23926.787,19522.13,20904.066,82009.164,0.0010799186,0.45812058,0.49777627,20152.398,19933.988,23177.057,87975.54,0.6000893,0.9388636,0.96024746,0.5404047,0.08178603,0.034441702,15.1046433333333,0.2668446,0.27171654,0.25375378,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.79277635,0.20499142,0.14683184,0.1294862,-0.27647752,0.0023917484,0.26810676,0.2940478,0.26003,0.46919885,0.42902064,0.24796994,0.52045304,52.5,8.26991445920524,469.67429,0.503,8.255797,0.48387175,1.7821306
8805,8804,NIC,Nicaragua,Cordoba Oro,2004,20413.742,21956.83,5.364935,1.8534648,NA,1.9654138,20115.033,24813.8,20191.994,21662.064,84577.64,0.0010885049,0.45216665,0.48888865,21222.93,20368.832,24067.29,89853.34,0.61536604,0.9532879,0.9613799,0.5404047,0.07804673,0.034480613,15.9372473164627,0.27884674,0.28593615,0.26653147,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,78.8888888888889,0.77805084,0.21691227,0.15053256,0.14153382,-0.28896502,0.0019354819,0.2818551,0.3162853,0.26329765,0.50215465,0.4588615,0.26977888,0.5212871,48.8,8.31307700691242,509.73133,0.525,8.269914,0.48759825,1.8534648
8806,8805,NIC,Nicaragua,Cordoba Oro,2005,21025.852,23423.422,5.43869,1.9234767,NA,1.9805499,21276.7,26509.387,21226.363,22986.123,87761.38,0.001116445,0.45700404,0.4889056,22131.78,21106.129,25326.332,92114.45,0.6342044,0.95773154,0.97465044,0.5404047,0.07694923,0.034528315,16.7333295340502,0.28798068,0.2968126,0.27408934,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,83.3333333333333,0.76874506,0.22764553,0.15688732,0.1531104,-0.30829626,0.0019079369,0.29181406,0.33272406,0.26919723,0.5047215,0.4736324,0.28521696,0.5044668,45.3,8.35166370296541,534.67625,0.488,8.313077,0.4913535,1.9234767
8807,8806,NIC,Nicaragua,Cordoba Oro,2006,21526.297,23718.26,5.513763,1.9765364,NA,2.0021315,21806.912,26916.705,21571.951,23340.621,90719.41,0.0011343979,0.44645238,0.48110136,23050.705,21676.918,25848.1,94345.84,0.653637,0.9636366,0.9609633,0.5404047,0.0725221,0.034661755,17.5699984318996,0.29938,0.31354013,0.28978118,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,76.6666666666667,0.7751327,0.21892278,0.15915744,0.17804596,-0.33125886,-2.524427E-11,0.3041557,0.37397093,0.27612117,0.5088843,0.49025762,0.30656168,0.50282764,49.5,8.37114599916561,557.27941,0.453,8.351664,0.4951375,1.9765364
8808,8807,NIC,Nicaragua,Cordoba Oro,2007,22552.156,24880.43,5.590055,2.0468237,NA,2.0239484,22738.617,28611.184,22546.494,24513.846,93989.97,0.0011608676,0.44986817,0.4957799,24220.842,22524.553,27683.598,97116.44,0.6790039,0.97109133,0.98705757,0.54490346,0.07397576,0.034982488,18.4485061597542,0.3120832,0.3292474,0.30282378,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,76.6666666666667,0.7745126,0.2395612,0.15307,0.17640242,-0.3435462,-7.301931E-12,0.31895187,0.39570728,0.27732873,0.5675906,0.5285451,0.31405416,0.5085193,47.6,8.41255695473839,591.32667,0.495,8.371146,0.50053275,2.0468237
8809,8808,NIC,Nicaragua,Cordoba Oro,2008,23507.791,25886.684,5.667432,2.0794754,NA,2.0460029,23843.73,30280.809,23684.07,25269.45,97642.88,0.0011994942,0.4510469,0.5138924,25053,23396.207,29175.906,100238.07,0.7041824,0.9797933,1.0147246,0.5513488,0.07073875,0.035301007,19.3718964065011,0.33587375,0.35876298,0.33625454,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,70,0.78097653,0.25473762,0.1626028,0.17272377,-0.37104067,6.0752384E-12,0.3462238,0.4435475,0.28616276,0.6710628,0.56480515,0.3488022,0.54560703,45.8,8.43283831988033,604.00211,0.476,8.412557,0.505987,2.0794754
8810,8809,NIC,Nicaragua,Cordoba Oro,2009,23935.504,25091.459,5.745526,2.0951996,NA,2.0682976,24223.566,28538.988,23976.172,24862.318,99286.7,0.0012312795,0.43907884,0.48980406,24228.088,23796.28,27112.75,101590.99,0.71388745,0.9431749,0.9386329,0.5434558,0.0703362,0.03536685,20.3394818701997,0.32830262,0.3461229,0.33378634,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,72.2222222222222,0.80374956,0.17357276,0.17055887,0.17330292,-0.3211841,1.7773429E-11,0.3377624,0.4461527,0.28372404,0.6544933,0.55092144,0.3407134,0.520861,44.6,8.38012192482418,532.5565,0.458,8.432838,0.51150075,2.0951996
8811,8810,NIC,Nicaragua,Cordoba Oro,2010,24807.352,26013.273,5.824065,2.1613932,NA,2.0908353,25107.559,29784.63,24939.021,25638.072,100970.28,0.0012868696,0.42697078,0.47835654,25296.572,24486.693,28313.746,103235.47,0.7303614,0.95067066,0.9462696,0.5453404,0.06982773,0.035546035,21.3564486834358,0.3299707,0.35120073,0.34162486,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,75.5555555555556,0.8065502,0.18242685,0.17275737,0.21021685,-0.3719513,2.6730326E-11,0.3409376,0.46516812,0.27876958,0.65763384,0.5501334,0.35019442,0.50098866,42.1,8.41220887565302,558.07667,0.446,8.380122,0.5170745,2.1613932
8812,8811,NIC,Nicaragua,Cordoba Oro,2011,25979.57,27603.75,5.903039,2.2546606,NA,2.111706,26029.596,31980.027,26257.582,27112.773,103542.34,0.0013314888,0.42677626,0.4830344,26894.47,25163.7,30671.68,105908.06,0.7559334,0.96402544,0.9777148,0.55369586,0.06847146,0.036066335,22.4242706163594,0.3410023,0.3722479,0.36050645,Benchmark,Benchmark,Market-based,Regular,Regular,0.625182439146503,71.1111111111111,0.784726,0.21946964,0.17532316,0.23830593,-0.41782475,2.2812344E-11,0.3547159,0.50892884,0.27962166,0.6810116,0.5764524,0.37397897,0.51748306,47.5,8.46049890018414,605.34136,0.421,8.412209,0.52270875,2.2546606
8813,8812,NIC,Nicaragua,Cordoba Oro,2012,27481.186,28681.219,5.982526,2.3459575,NA,2.132785,27006.93,33208.895,27619.086,27883.02,107292.79,0.0013671259,0.41613057,0.47620377,28641.57,26189.139,32044.354,109695.67,0.7922258,0.9775336,0.9726028,0.55283,0.06896276,0.03685239,23.5466635310839,0.3479637,0.38133115,0.37772158,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.630936005518963,68.8888888888889,0.7999919,0.22242805,0.16858786,0.2741184,-0.46512625,1.2096984E-11,0.35722715,0.52663225,0.30400628,0.65410167,0.5498467,0.382907,0.5252727,48.7,8.49740885738474,654.98304,0.475,8.460499,0.5279265,2.3459575
8814,8813,NIC,Nicaragua,Cordoba Oro,2013,28065.227,29342.701,6.062457,2.404892,NA,2.1540744,27601.312,33836.53,28067.14,28695.639,111279.305,0.0014007888,0.41056016,0.4684552,30052.77,27252.963,33297.367,113622.77,0.8289,0.984264,0.9698088,0.55334747,0.06800815,0.037704695,24.7227641666667,0.35673484,0.39131126,0.38274065,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.677048411576606,65.5555555555556,0.7818318,0.21728797,0.18003254,0.26185933,-0.44101164,7.365566E-12,0.37150866,0.54437,0.2925762,0.660864,0.57079744,0.38402134,0.5127039,41.6,8.52294558622305,686.49208,0.487,8.497409,0.53319625,2.404892
8815,8814,NIC,Nicaragua,Cordoba Oro,2014,29970.066,31202.346,6.142731,2.4843166,NA,2.1755764,28791.16,34984.74,29982.96,30495.113,115767.555,0.0014453176,0.41309708,0.45763025,31490.934,28480.268,34374.75,117548.4,0.8653355,0.9864797,0.95761573,0.5521009,0.070589684,0.03843384,25.9589003667435,0.36231077,0.39623967,0.38958502,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.687120308973517,65.5555555555556,0.75419915,0.20310062,0.18992454,0.26156804,-0.40879238,9.727712E-12,0.37978706,0.5539599,0.29291165,0.67035985,0.5879158,0.38824612,0.5177247,43.6,8.56748498262686,716.5588,0.416,8.522946,0.5385185,2.4843166
8816,8815,NIC,Nicaragua,Cordoba Oro,2015,32373.406,32987.918,6.22324,2.530434,NA,2.197293,30370.197,38072.586,32257.633,32759.47,121441.92,0.0015047493,0.41914013,0.46965915,33000.062,29990.082,38093.523,122595.03,0.91299224,0.9899191,1.0162141,0.5521009,0.074165806,0.039242253,27.2568449404762,0.35514364,0.3954629,0.38940483,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.661815713263926,70,0.7285952,0.23511949,0.19847102,0.25573474,-0.4179204,-2.8760594E-12,0.3767817,0.55443996,0.27570942,0.61035186,0.54145396,0.38180625,0.5148828,46.1,8.59881018417555,747.04231,0.436,8.567485,0.543894,2.530434
8817,8816,NIC,Nicaragua,Cordoba Oro,2016,34580.414,34902.562,6.303974,2.60385,NA,2.2192264,32175.488,39907.38,34388.184,34920.297,127882.36,0.0015848241,0.4233005,0.46733758,34505.906,31829.455,39741.617,127434.35,0.95750445,0.99294245,1.0170102,0.5521009,0.0766193,0.04005314,28.6209624101587,0.3503647,0.38635632,0.38046905,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.652774843577446,70,0.7142245,0.22141536,0.20717333,0.2424902,-0.3853034,NA,0.37496096,0.53613186,0.26556987,0.6100621,0.54242486,0.367847,0.4931056,43.9,8.61898898318879,775.1463,0.461,8.59881,0.54932325,2.60385
8818,8817,NIC,Nicaragua,Cordoba Oro,2017,35705.484,36103.945,6.384846,2.6716852,NA,2.2413785,32625.084,40598.082,35705.484,36103.945,132167.03,0.0016375735,0.41677663,0.45081663,36103.945,32625.084,40598.082,132167.03,1,1,1,0.5521009,0.077655256,0.040679555,30.0509413442878,0.3540471,0.38610014,0.38183895,Benchmark,Benchmark,Market-based,Regular,Regular,0.660901565313698,68.8889,0.6910653,0.22083451,0.21257783,0.254385,-0.37886268,NA,0.38333213,0.5172596,0.25884494,0.62050945,0.55474013,0.36484727,0.4777543,43.7,8.64718040843868,804.535,0.439,8.618989,0.5548065,2.6716852
8819,8818,NIC,Nicaragua,Cordoba Oro,2018,34100.74,33831.727,6.465501,2.6590657,NA,2.263752,31437.482,37248.06,34072.496,33920.75,134326.4,0.0016369529,0.3816016,0.402901,34677.703,31339.178,36579.72,134676.7,1.0175023,0.9470798,0.88843507,0.5521009,0.06767946,0.04085871,31.5532123338754,0.35510767,0.38341388,0.38512906,Extrapolated,Benchmark,Market-based,Regular,Regular,NA,58.8889,0.7023476,0.1712986,0.2244445,0.2505298,-0.34862044,-1.392382E-16,0.38520336,0.5365616,0.26093006,0.6479635,0.56860775,0.37296042,0.42748547,47.1,8.60382065713803,728.49931,0.437,8.64718,0.56034475,2.6590657
8820,8819,NIC,Nicaragua,Cordoba Oro,2019,33386.316,32886.406,6.545502,2.662457,NA,2.2863488,30969.664,34969.207,33347.863,33074.5,134578.38,0.0015840796,0.36932346,0.37555185,33332.582,30764.756,33623.207,135061.95,1.0183805,0.90702194,0.81364894,0.5521009,0.06398829,0.040660787,33.121745265284,0.35467538,0.3754629,0.37856612,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,51.1111333333333,0.70217836,0.12092522,0.23418239,0.27177864,-0.32906458,1.4527642E-16,0.3886148,0.5364268,0.25291055,0.62830555,0.5748584,0.37071517,0.40996227,42.3,8.56835744225803,658.52067,0.471,8.603821,0.565938,2.662457
9281,9280,PAN,Panama,Balboa,1990,16359.108,17177.756,2.470947,0.70061415,NA,2.3725593,12927.41,15339.942,16634.943,17833.535,34511.41,0.0007749399,0.9209996,0.7824776,25959.355,20817.639,24342.506,73334.66,0.16307747,1.0374666,0.95057344,0.4459798,0.22926006,0.0417048,1,0.37114644,0.3711763,0.34622955,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5191459,0.13528067,0.2057474,0.040717296,-0.16471003,0.2638187,0.4154194,0.37133646,0.25943598,0.4693446,0.50694513,0.36285383,1.9237403,58.5,9.2498762441155,NA,NA,NA,NA,0.70061415
9282,9281,PAN,Panama,Balboa,1991,18176.188,19142.059,2.523118,0.7151,NA,2.3947976,15055.63,17735.367,18473.172,20087.395,35339.12,0.0007816467,1.014375,0.8923803,28404.469,24458.06,28312.127,74547.92,0.16651252,1.1096102,1.0806782,0.4459798,0.24465571,0.04213268,1,0.3583308,0.36752576,0.3379914,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.54761845,0.13340388,0.20188792,0.045717593,-0.15172797,0.22310016,0.39823282,0.4191862,0.250097,0.49229062,0.5563454,0.36752838,2.030235,58.2,9.29078094233802,1222.56,0.585,9.249876,0.59313975,0.7151
9283,9282,PAN,Panama,Balboa,1992,19860.771,20526.521,2.575954,0.7816,NA,2.4172442,15585.716,19312.277,20205.79,21282.34,37118.996,0.00081052847,0.9737304,0.87811553,30734.111,25578.145,31258.791,77448.2,0.17425765,1.1240613,1.1170732,0.4459798,0.27150467,0.04327418,1,0.37216195,0.38196996,0.36264828,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.55273235,0.17510112,0.17959861,0.04478682,-0.1956499,0.24343106,0.40429482,0.42299023,0.27326998,0.5045401,0.4847438,0.36200508,2.1294367,58.2,9.36159367846818,1591.58667,0.582,9.290781,0.5986995,0.7816
9284,9283,PAN,Panama,Balboa,1993,21050.574,21384.52,2.62958,0.8155999,NA,2.4399014,16150.427,20411.418,21389.06,22076.764,40127.7,0.0008664625,0.94197124,0.85918576,32410.887,26593.908,33145.56,82611.305,0.18729076,1.1086992,1.1078687,0.4459798,0.2855739,0.044936333,1,0.38676527,0.39405185,0.38177693,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.552373,0.19300793,0.1791847,0.04629704,-0.21743311,0.24657041,0.42313516,0.42167017,0.2746478,0.4958746,0.45826638,0.3480851,2.0366745,58.1,9.4163900739723,1612.885,0.582,9.361594,0.604311,0.8155999
9285,9284,PAN,Panama,Balboa,1994,21575.295,21965.213,2.684116,0.8318,NA,2.462771,15859.361,20582.46,21812.02,22773.604,43256.773,0.000905065,0.9120004,0.81272334,33334.645,26000.91,33614.848,87825.62,0.20046934,1.0792369,1.0633891,0.4459798,0.27398455,0.046639416,1,0.4037541,0.41204822,0.39465007,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.519589,0.20739359,0.17680326,0.04585179,-0.21321093,0.26357326,0.44543776,0.4398986,0.28125426,0.51696676,0.49470437,0.3549411,1.9257077,57.9,9.43642581567831,1475.058,0.581,9.41639,0.60997525,0.8318
9286,9285,PAN,Panama,Balboa,1995,21419.78,21821.795,2.739668,0.86669993,NA,2.4858549,15525.355,20596.75,21568.227,22628.727,46564.62,0.00094824,0.849366,0.7637223,33918.56,25104.834,33633.875,93334.35,0.21392535,1.0333049,1.0011708,0.4459798,0.24605878,0.047711864,1,0.41061667,0.42598397,0.40602013,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.49858534,0.22411317,0.18750522,0.04830377,-0.21399227,0.2554848,0.4603425,0.47302887,0.27839327,0.52806985,0.5184851,0.3681537,1.7896192,57.8,9.41464116429321,1326.535,0.579,9.436426,0.61569275,0.86669993
9287,9286,PAN,Panama,Balboa,1996,22587.225,23141.012,2.796291,0.8672,NA,2.509155,16684.863,21941.137,22578.105,23897.887,49627.363,0.0009806507,0.852549,0.77289,34871.87,27116.941,36156.684,98167.42,0.22614482,1.0240921,1.0375105,0.4459798,0.22965463,0.04834654,1,0.40233472,0.4195407,0.39637122,Benchmark,Benchmark,Market-based,Regular,Regular,0.534939563260667,NA,0.5167812,0.21994717,0.18139197,0.044277865,-0.22397162,0.26157334,0.44179022,0.47415727,0.28992698,0.53792137,0.51933277,0.3761707,1.6872026,58,9.43959096290465,1273.21714,0.578,9.414641,0.62146375,0.8672
9288,9287,PAN,Panama,Balboa,1997,25035.406,25605.684,2.853913,0.9091,NA,2.5326736,17941.863,23562.72,25044.674,26443.715,52972.676,0.0010088517,0.8776887,0.7723374,37126.508,28952.924,38354.35,103309.61,0.23942898,1.0288249,1.0385135,0.444009,0.23514538,0.049097214,1,0.39300266,0.40913782,0.3874918,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.512004,0.21255933,0.16648851,0.049351484,-0.22725326,0.28684995,0.4276739,0.46064138,0.28637788,0.5042398,0.49771857,0.37412602,1.6864102,58.2,9.46972638508342,1395.895,0.58,9.439591,0.62728875,0.9091
9289,9288,PAN,Panama,Balboa,1998,27243.562,27816.705,2.912316,0.9365,NA,2.5564127,20851.45,27241.049,27156.715,28822.736,57096.22,0.0010561099,0.8749053,0.8118914,39852.87,33582.87,43959.434,109482.734,0.25609607,1.0429341,1.1240598,0.45228013,0.21908359,0.050155293,1,0.3917282,0.40905917,0.3854146,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5626688,0.22168607,0.16076872,0.05570546,-0.24003978,0.23921075,0.41813692,0.46561608,0.29930115,0.43937707,0.49103478,0.3908442,1.6862558,57.5,9.51752041870448,1543.72444,0.582,9.469726,0.6331685,0.9365
9290,9289,PAN,Panama,Balboa,1999,28304.512,28732.621,2.971196,0.9614,NA,2.5736935,21335.4,28182.59,28298.062,29901.76,61612.195,0.0010920241,0.8478217,0.7767913,41411.33,33793.324,44566.023,116409,0.27335212,1.0296451,1.0827107,0.450521,0.23011026,0.050991274,1,0.4048881,0.41137278,0.3893099,Interpolated,Benchmark,Market-based,Regular,Regular,NA,55,0.5555809,0.22898948,0.15793566,0.054084044,-0.24189092,0.24530086,0.43015206,0.43157858,0.31601542,0.43725383,0.4859955,0.36567008,1.6261858,56.5,9.52372868385674,1545.198,0.575,9.51752,0.63910325,0.9614
9291,9290,PAN,Panama,Balboa,2000,29381.814,30395.828,3.030328,0.9401,NA,2.5899103,21676.832,28218.17,29486.096,31445.229,65538.47,0.0010888313,0.8650157,0.7466921,42538.457,33862.273,43561.473,121985.78,0.2860572,1.038663,1.0392872,0.46481302,0.20370847,0.05096212,1,0.3918999,0.40046,0.3755101,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5360077,0.20802325,0.15334436,0.057747263,-0.21888615,0.26376364,0.4130701,0.4288266,0.31790054,0.42487127,0.49082065,0.37558338,1.559836,56.6,9.54705828484509,1507.19182,0.565,9.523729,0.6434235,0.9401
9292,9291,PAN,Panama,Balboa,2001,30464.594,30974.041,3.089648,0.9842,NA,2.6055963,22977.15,28168.408,30710.549,32039.986,68159,0.0010783114,0.85267013,0.7193451,42781.617,35222.945,42297.527,124309.875,0.29048654,1.0169915,0.9824609,0.45022503,0.21516809,0.050188873,1,0.38831416,0.39068064,0.3744701,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5540501,0.16202435,0.16308978,0.06240069,-0.2017872,0.2602223,0.4098892,0.40115517,0.31501928,0.42884615,0.4619129,0.36263686,1.6072874,56.7,9.52772153464422,1401.85583,0.566,9.547058,0.6474775,0.9842
9293,9292,PAN,Panama,Balboa,2002,32025.12,32624.295,3.149188,1.0495,NA,2.6213775,25056.383,30232.688,32396.506,33918.98,70803.016,0.0010983156,0.8587861,0.72878456,43735.17,37805.566,44390.54,126128.12,0.29398838,1.0051674,0.99686897,0.43873116,0.23175468,0.049251255,1,0.38730648,0.38492775,0.36765,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5714921,0.1526079,0.16722068,0.05465763,-0.19210225,0.24612395,0.4067801,0.37341312,0.3207536,0.4307756,0.4657763,0.35001272,1.5732387,56.1,9.56354135740249,1367.37077,0.567,9.527722,0.651399,1.0495
9294,9293,PAN,Panama,Balboa,2003,35519.633,36499.25,3.209048,1.0805,NA,2.637254,27341.424,33666.86,36031.246,38229.81,74832.195,0.0011302897,0.9256096,0.7738007,45574.57,40504.973,48484.125,129868.45,0.3018438,1.0201972,1.0604769,0.43209887,0.22070327,0.04841069,1,0.35926074,0.3647326,0.34375712,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.5629119,0.16545816,0.15227409,0.04431225,-0.16752069,0.24256429,0.37247652,0.38838443,0.31040594,0.4715015,0.48781425,0.36923075,1.5222657,55.7,9.55311482357061,1401.08714,0.561,9.563541,0.65534425,1.0805
9295,9294,PAN,Panama,Balboa,2004,37513.2,37286.754,3.269356,1.1347,NA,2.6532269,28949.898,36105.46,38097.785,38982.215,79881.45,0.0011635105,0.8869628,0.7754072,49002.727,42080.582,50928.887,134467.12,0.31189147,1.0518097,1.0681229,0.42956194,0.24510585,0.047632873,1,0.38005662,0.3781838,0.36960357,Interpolated,Benchmark,Market-based,Regular,Regular,NA,75.5555555555556,0.58875656,0.18355966,0.1538872,0.4882867,-0.43036088,0.015870739,0.39531553,0.37060684,0.32167757,0.5036382,0.54014504,0.35044348,1.5105125,54.8,9.5930102368165,1536.22533,0.557,9.553115,0.6593135,1.1347
9296,9295,PAN,Panama,Balboa,2005,42189.84,46041.367,3.330217,1.1883,NA,2.6692965,32433.596,40097.26,43544.723,47725.453,85934.5,0.0012238972,1.0213573,0.7959999,52526.65,45431.445,54465.598,139585.33,0.3240612,1.0794095,1.0936263,0.41220397,0.25594845,0.04720568,1,0.35860965,0.36087254,0.32926023,Interpolated,Benchmark,Market-based,Regular,Regular,NA,75.5555555555556,0.5451765,0.16057813,0.13441047,0.04000666,-0.16241913,0.28224736,0.36885643,0.37044942,0.31704804,0.50476384,0.5360146,0.35341,1.4679374,53.8,9.62609981446779,1660.45625,0.548,9.59301,0.66330675,1.1883
